avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
11,11,,15/12/15,terminado,100,Cumplida
12,12,,15/12/15,terminado,100,Cumplida
13,13,,15/12/15,terminado,100,Cumplida
14,14,"Se verifica el normograma al corte de junio 30 de 2015, publicado en la intranet, y cuenta con el totalidad de la noramtiva palicable a proceso, razón por la cual se cierra la acción y se de cumplimiento del 100%",15/12/15,terminado,100,Cumplida
15,15,"Se cumplio la acción mediante capacitación realizada el 30/03/2015 y 31/03/2015 de acuerdo con el listado de asistencia, y soporte de la presentación cuyo tema fue Sensibilización uso de elementos de Protección personal - Planeación Estrategica, en el cual participaron 41 personas",15/12/15,terminado,100,Cumplida
16,16,"mediante seguimiento realizados, se evidenciaron actas de capacitación entre abril y junio en lo enunciado en la acción correctiva. Dichos seguimeinto evidenciaron que la acción se cumplió por lo que fue cerrada de forma eficaz.",15/12/15,terminado,100,Cumplida
17,17,"La STRF, solicitó prorroga de cumplimiento para diciembre de 2015.",15/12/15,terminado,100,En Tiempo
18,18,"Se cumplio la acción mediante capacitación realizada el 30/03/2015 y 31/03/2015 de acuerdo con el listado de asistencia, y soporte de la presentación cuyo tema fue Sensibilización uso de elementos de Protección personal - Planeación Estrategica, en el cual participaron 41 personas",15/12/15,terminado,100,Cumplida
19,19,"La acción correctiva se ejecutó el día 26 de junio de 2015, con la participación de funcionarios y contratistas de la Dirección Técnica de Proyectos, conforme a lista de asistencia y material presentado por el asesor de riesgos de la Oficina Asesora de Planeación.

La verificación de eficacia y el correspondiente cierre de la acción correctiva se realizarán en el próximo segumiento de la Oficina de Control Interno, con corte al 30 de septiembre de 2015, una vez el área haya aplicado el conocimiento socializado y se pueda establecer la interiorizacion y plena aplicación en el proceso.",15/12/15,terminado,100,Cumplida
20,20,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA.Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad:

Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0.""

Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0."" 

La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",15/12/15,terminado,100,Cumplida
21,21,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA.Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad:

Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0.""

Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0."" 

La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",15/12/15,terminado,100,Cumplida
22,22,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALos documentos de que trata la acción correctiva se encuentran publicados en la Intranet corporativa con los siguientes códigos:
• Formato“FO-FP-01 Productos de Estudios de Prefactibilidad-Lista de Chequeo” versión 1.0.
• Formato “FO-FP-02 Productos de Estudios de factibilidad-Lista de Chequeo” versión 2.0 el cual deroga al formato “FO-EP-161” versión 1.0.
• Guía “GU-FP-01 Guía Alcance y Requerimientos Técnicos de los Productos de los Estudios en la Etapa de Preinversión” versión 1.0
Dichos documentos fueron socializados entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.
Para establecer la eficacia de la acción correctiva, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, para lo cual se verificaron tres proyectos en los cuáles ya se está aplicando la metodología y documentos adoptados.",15/12/15,terminado,100,Cumplida
23,23,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADASe elaboró el documento ""FO-FP-03 Documento Técnico de Soporte V1"", el cual está publicado en la Intranet corporativa.
Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.
Para establecer la eficacia de la acción correctiva, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, para lo cual se verificaron tres proyectos en los cuáles ya se está aplicando la metodología y documentos adoptados.",15/12/15,terminado,100,Cumplida
24,24,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALos diferentes documentos generados dentro del plan de mejoramiento fueron socializados entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Se realizaron socializaciones los días 11 y 16 de junio conforme a los soportes presentados.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, evidenciándose igualmente que dichos funcionarios saben ubicar dicha documentación en la intranet. Para lo anterior se entrevistaron 14 servidores del procesos de acuerdo a lista de asistencia.",15/12/15,terminado,100,Cumplida
25,25,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADAEl Director Técnico de Proyectos emitió el memorando 20152250098073 del 7 de abril de 2015, informado a todos los servidores del área y a través del cual se impartía la instrucción de realizar el registro de actas escritas de las reuniones internas y externas en las que participen funcionarios y contratistas de la DTP.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificaron 4 expedientes de proyectos en los cuáles se evidenció la utilización del formato de Acta de Reunión, así:
a) Actas de la estructuración de la Guía de Conservación
b) Actas del proyecto Avenida Caracas #1 y #2.
c) Actas del proyecto Avenida 68 #1
d) Actas del proyecto Infraestructura Ciclo inclusiva del mes de junio de 2015.",15/12/15,terminado,100,Cumplida
26,26,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADASe creó el expediente 201522559010000004E denominado ""QUEJAS, RECLAMOS, SUGERENCIAS Y/O SOLICITUDES DE INFORMACIÓN VIGENCIA 2015"", con lo cual se cumple la acción correctiva formulada.

Ahora bien para establecer la eficacia de la acción correctiva se verificó en el sistema Orfeo el expediente creado, evidenciándose que al 23 de junio de 2015, día de la auditoría de seguimiento, se habían generado 860 registros relacionados con solicitudes de la ciudadanía, para ser utilizados como insumo en las priorizaciones de intervenciones de mantenimiento.",15/12/15,terminado,100,Cumplida
27,27,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA.Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad:

Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0.""

Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0."" 

La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",15/12/15,terminado,100,Cumplida
28,28,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALos documentos de que trata la acción correctiva se encuentran publicados en la Intranet corporativa con los siguientes códigos:
• Formato“FO-FP-01 Productos de Estudios de Prefactibilidad-Lista de Chequeo” versión 1.0.
• Formato “FO-FP-02 Productos de Estudios de factibilidad-Lista de Chequeo” versión 2.0 el cual deroga al formato “FO-EP-161” versión 1.0.
• Guía “GU-FP-01 Guía Alcance y Requerimientos Técnicos de los Productos de los Estudios en la Etapa de Preinversión” versión 1.0
Dichos documentos fueron socializados entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.
Para establecer la eficacia de la acción correctiva, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, para lo cual se verificaron tres proyectos en los cuáles ya se está aplicando la metodología y documentos adoptados.",15/12/15,terminado,100,Cumplida
29,29,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADASe elaboró el documento ""FO-FP-03 Documento Técnico de Soporte V1"", el cual está publicado en la Intranet corporativa y fue socializado.
Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.
Para establecer la eficacia de la acción correctiva, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, para lo cual se verificaron tres proyectos en los cuáles ya se está aplicando la metodología y documentos adoptados.",15/12/15,terminado,100,Cumplida
30,30,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALos diferentes documentos generados dentro del plan de mejoramiento fueron socializados entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Se realizaron socializaciones los días 11 y 16 de junio conforme a los soportes presentados.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, evidenciándose igualmente que dichos funcionarios saben ubicar dicha documentación en la intranet. Para lo anterior se entrevistaron 14 servidores del procesos de acuerdo a lista de asistencia.

La segunda jornada de socialización de documentos se realizó el día 29 de julio de 2015 con el Director Técnico de la DTP y los responsables o líderes principales de los componentes del proceso de factibilidad proyectos de la DTP. En este ejercicio socializó el formato correspondiente a : “ Listado de Productos del Proceso de DTP”",15/12/15,terminado,100,Cumplida
31,31,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADASe elaboró el documento ""FO-FP-03 Documento Técnico de Soporte V1"", el cual está publicado en la Intranet corporativa y fue socializado.
Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, para lo cual se verificaron tres proyectos en los cuáles ya se está aplicando la metodología y documentos adoptados.",15/12/15,terminado,100,Cumplida
32,32,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALos diferentes documentos generados dentro del plan de mejoramiento fueron socializados entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Se realizaron socializaciones los días 11 y 16 de junio conforme a los soportes presentados.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, evidenciándose igualmente que dichos funcionarios saben ubicar dicha documentación en la intranet. Para lo anterior se entrevistaron 14 servidores del procesos de acuerdo a lista de asistencia.",15/12/15,terminado,100,Cumplida
33,33,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALa acción correctiva se ejecutó el día 26 de junio de 2015, con la participación de funcionarios y contratistas de la Dirección Técnica de Proyectos, conforme a lista de asistencia y material presentado por el asesor de riesgos de la Oficina Asesora de Planeación.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó que el mapa de procesos fuera conocido por los responsables del proceso evidenciándose igualmente que dichos funcionarios saben ubicar dicha documentación en la intranet. Se identificó un conocimiento razonable de los riesgos del proceso y la forma en que se mitigan conforme a los controles adoptados.",15/12/15,terminado,100,Cumplida
34,34,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA.Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad:

Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0.""

Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0."" 

La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",15/12/15,terminado,100,Cumplida
35,35,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADALa acción correctiva se ejecutó el día 7 de julio de 2015, con la participación de funcionarios y contratistas de la Dirección Técnica de Proyectos, conforme a lista de asistencia y material presentado por la Subdirección Técnica de Recursos Físicos.

Para establecer la eficacia de la acción correctiva, es decir el cumplimiento del objetivo registrado en el plan de mejoramiento formulado, se verificó a través de las entrevistas a los responsables del proceso su interiorización y aplicación del manejo documental y sus controles en los programas y proyectos revisados.",15/12/15,terminado,100,Cumplida
36,36,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA Y EFICAZ - CERRADASe elaboró el documento ""FO-FP-03 Documento Técnico de Soporte V1"", el cual está publicado en la Intranet corporativa y fue socializado.
Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

Para establecer la eficacia de la acción correctiva, se verificó que la documentación adoptada del proceso ""Factibilidad de Proyectos"" estuviera implementada y fuera conocida por los funcionarios del proceso, para lo cual se verificaron tres proyectos en los cuáles ya se está aplicando la metodología y documentos adoptados.",15/12/15,terminado,100,Cumplida
37,37,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA - PENDIENTE LA IMPLEMENTACIÓN EFICAZ DEL FORMATO ADOPTADOSe elaboró el formato ""FO-FP-04 Listado de Productos del Proceso de Factibilidad de Proyectos"" con el fin de registrar los productos y las versiones vigentes que se generen dentro del proceso de factibilidad de proyectos, en relación con Perfil de Proyecto, Estado de Prefactibilidad, Estudio de Factibilidad, Informe Ejecutivo ó Estructuración de Programa.

Para verificar la eficacia de la acción realizada se indagó en la reunión de seguimiento y con el líder del proceso su aplicación desde la fecha de creación del formato (24 de julio de 2015) identificándose que aun está pendiente su diligenciamiento para los nuevos productos generados en el proceso.",15/12/15,terminado,100,Cumplida
38,38,"REPORTE A SEPTIEMBRE 30 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA.Se elaboró el formato ""FO-FP-04 Listado de Productos del Proceso de Factibilidad de Proyectos"" con el fin de registrar los productos que se generen dentro del proceso de factibilidad de proyectos, en relación con Perfil de Proyecto, Estado de Prefactibilidad, Estudio de Factibilidad, Informe Ejecutivo ó Estructuración de Programa.

Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo.

La verificación de eficacia y el cierre de la acción correctiva se realizará una vez se ejecute la actividad formulada y se realicen las actividades de verificación del cumplimiento del objetivo registrado para las acciones correctivas formuladas para el hallazgo identificado.",15/12/15,terminado,100,Cumplida
