avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
35,35,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - LA ACCIÓN PERMANECE ABIERTA DADO QUE AUN NO SE CONSIGUE EL OBJETIVO FORMULADO. Mediante oficio STEST 20153461195451 del 26 de junio de 2015, se solicitó al contratista CONSORCIO METROVIAS BOGOTA, poner en conocimiento de la entidad los números asignados por parte de la ESP EAB para los proyectos de Valorización 123 y 124, previo cumplimiento de los requisitos establecidos para tal fin.",30/03/16,terminado,,Parcial
36,36,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - LA ACCIÓN PERMANECE ABIERTA DADO QUE AUN NO SE CONSIGUE EL OBJETIVO FORMULADO. Mediante comunicación SGI 20153051443781 del 15 de septiembre de 2015, fue radicado en la Secretaria Distrital de Movilidad el documento de Control de Cambios del proyecto 123 y 124.",30/03/16,terminado,,Parcial
37,37,La Dirección Técnica de Cosntrucciones mediante memorando DTC 20153350255233 reporta el cumplimiento de esta acción,30/03/16,terminado,,Parcial
38,38,"REPORTE A DICIEMBRE 31 DE 2015 La STRH solicitó ampliación de plazo hasta el 31 de enero de 2016 (Memorando 20155160293293) y dicha ampliación se concedió por parte de la OCI a través de memorando 20151350295663 de 8 de octubre de 2015, por lo tanto a la fecha de corte (31 de diciembre de 2015) no aplica la verificación de cumplimiento.",30/03/16,en_progreso,,En Tiempo
39,39,"REPORTE A DICIEMBRE 31 DE 2015 La STRH solicitó ampliación de plazo hasta el 31 de enero de 2016 (Memorando 20155160293293) y dicha ampliación se concedió por parte de la OCI a través de memorando 20151350295663 de 8 de octubre de 2015, por lo tanto a la fecha de corte (31 de diciembre de 2015) no aplica la verificación de cumplimiento.",30/03/16,en_progreso,,En Tiempo
40,40,"A la fecha de corte está pendiente el envío de soportes de avance y/o cumplimiento por parte de la OAP. Sin embargo a la fecha de corte, 31 de diciembre de 2015, no aplica evaluación final de cumplimiento",30/03/16,en_progreso,,En Tiempo
41,41,"A la fecha de corte está pendiente el envío de soportes de avance y/o cumplimiento por parte de la OAP. Sin embargo a la fecha de corte, 31 de diciembre de 2015, no aplica evaluación final de cumplimiento",30/03/16,en_progreso,,En Tiempo
42,42,"En reunión de seguimiento Informó la OAP que de los  358 documentos finalmente programados para actualizar en la vigencia 2014, se evidencia un avance del 98%, quedando pendiente la elaboración de 8 de éstos.  Para el correspondiente análisis y evaluación de cumplimiento, la OAP envió el archivo excel de registro de los avances en trámites documentales específicos, con corte al 31 de diciembre/2015.",30/03/16,en_progreso,,No Cumplida
43,43,La OAP solicitó una segunda ampliación de plazo y este fue concedido por la OCI (20151350317913) hasta el 15 de noviembre de 2015. En el seguimiento realizado con corte al 31 de diciembre de 2015 se estableció por parte de la OAP un avance de 90% de documento propuesto como acción correctiva.,30/03/16,en_progreso,,No Cumplida
44,44,"Estas oportunidades de mejora se encuentran desarrolladas en el plan de mejoramiento elaborado por la STRT, remitido a la OCI mediante memorando  20155360058533 como producto de la Auditoria de calidad efectuada al proceso de Gestión de Tecnologías de Información y Comunicación (hallazgo No.13), el cual a la fecha está en desarrollo.",30/03/16,en_progreso,,En Tiempo
45,45,DTD-20163150007023,30/03/16,terminado,,Parcial
46,46,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
47,47,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
48,48,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
49,49,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
50,50,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
51,51,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
52,52,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
53,53,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
54,54,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
55,55,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
