hallazgo_id,plan_id,auditor,name_hallazgo,capitulo,dependencia,descripcion,causa,efecto
11,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,"Pendiente Producto Consolidado de Gestión Social y reuniones de finalización, con observaciones por parte del Instituto.",
12,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,"Pendiente Producto de Geotecnia, con observaciones por parte del Instituto.",
13,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,"Pendiente Producto de Estructuras, con observaciones por parte del Instituto.",
14,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente producto presupuesto y APUs con observaciones por parte del Instituto.,
15,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente producto especificaciones técnicas de construcción con observaciones por parte del Instituto.,
16,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente programación de obra por parte del consultor.,
17,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente documentos técnicos para pliegos por parte del consultor.,
18,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente permiso tratamientos a la vegetación por parte de la Secreatria Distrital de Ambiente,
19,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente trámite de cesión de derechos de autor.,
20,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente los planos definitivos en formato SCAD GIS por parte del consultor.,
21,5,ccrussis1,IDU-40-2011 la no liquidación del contrato a la fecha,,DTD,IDU-40-2011 la no liquidación del contrato a la fecha,Pendiente informe ejecutivo por parte del consultor.,
22,6,phpulido1,El contratista en virtud de la ejecución de los contratos de soporte y mantenimiento ha realizado actualizaciones al sistema de información KACTUS razón por la que amerita se realice un proceso de transferencia tecnológica de las actualizaciones y estado,,STRT,"El contratista en virtud de la ejecución de los contratos de soporte y mantenimiento ha realizado actualizaciones al sistema de información KACTUS, razón por la que amerita se realice un proceso de transferencia tecnológica de las actualizaciones y estado",Desactualización en el equipo que se abrió el programa,
23,6,phpulido1,La Subdirección Técnica de Recursos Tecnológicos tiene implementado un plan de recuperación tecnológico en caso de falla en algún componente de soporte a los sistemas de información institucionales la Subdirección Técnica de Recursos Humanos debe dar alc,,STRH,"La Subdirección Técnica de Recursos Tecnológicos tiene implementado un plan de recuperación tecnológico en caso de falla en algún componente de soporte a los sistemas de información institucionales, la Subdirección Técnica de Recursos Humanos debe dar alc",No se había identificado la necesidad de contar con un plan de recuperación operativo,
24,6,phpulido1,En el módulo de BIODATA / MANTENIMIENTO / DATOS DEL EMPLEADO / Maestro de Empleados al solicitar los datos de un empleado y utilizar la opción experiencia laboral (numeral 2) genera error al no encontrar un archivo al oprimir Aceptar genera el error d,,STRT,"En el módulo de BIODATA / MANTENIMIENTO / DATOS DEL EMPLEADO / Maestro de Empleados, al solicitar los datos de un empleado y utilizar la opción experiencia laboral (numeral 2), genera error al no encontrar un archivo, al oprimir Aceptar, genera el error d",Desactualización en el equipo que se abrió el programa,
25,6,phpulido1,"En el módulo de ED - EAVALUACION DESEMPEÑO / TRANSACCIONES / Captura Evaluado genera error y no da alternativa de continuar la transacción.
En el módulo de INDICADORES DE GESTION IDU / REPORTES / Maestro Histórico Indicadores de Gestión la opción genera",,STRH,"En el módulo de ED - EAVALUACION DESEMPEÑO / TRANSACCIONES / Captura Evaluado genera error y no da alternativa de continuar la transacción.
En el módulo de INDICADORES DE GESTION IDU / REPORTES / Maestro Histórico Indicadores de Gestión la opción genera",Desactualización en el equipo que se abrió el programa,
26,6,phpulido1,Se debe evaluar la situación del módulo de evaluación del desempeño dado que es el módulo donde más se presentan fallas los programas y la información registrada corresponde a la vigencia 2012.,,STRH,Se debe evaluar la situación del módulo de evaluación del desempeño dado que es el módulo donde más se presentan fallas los programas y la información registrada corresponde a la vigencia 2012.,Información incompleta luego de la vigencia 2013.,
27,6,phpulido1,No se evidenció mecanismo de consulta alguno evaluando la satisfacción de los usuarios con la funcionalidad que tiene el sistema.,,STRH,No se evidenció mecanismo de consulta alguno evaluando la satisfacción de los usuarios con la funcionalidad que tiene el sistema.,No se había identificado como control,
28,6,phpulido1,En el subproceso / actividad EVALUACIÓN DEL DESEMPEÑO el riesgo “No realizar seguimiento a la evaluación”se presenta como control “Por medio del Sistema Kactus se realiza el registro y seguimiento de la Evaluación de Desempeño.”pero no hay control o ,,STRH,En el subproceso / actividad EVALUACIÓN DEL DESEMPEÑO el riesgo “No realizar seguimiento a la evaluación”se presenta como control “Por medio del Sistema Kactus se realiza el registro y seguimiento de la Evaluación de Desempeño.”pero no hay control o ,Desactualización de la matriz de riesgos dado que estaba en proceso de elaboración de la matriz para la vigencia 2014 al momento de realizarse la auditoría.,
29,7,phpulido1,"Hallazgo 7: Incluir en la caracterización de los procesos del proceso “GESTION DE RECURSOS FISICOS”, actividades relacionadas con la administración de la seguridad física de a Entidad.",,STRH,"Hallazgo 7: Incluir en la caracterización de los procesos del proceso “GESTION DE RECURSOS FISICOS”, actividades relacionadas con la administración de la seguridad física de a Entidad.","Ausencia de  actividades y productos en la caracterización de procesos de la gestión de Recursos Físicos, relacionados con la administración de la seguridad física de la Entidad.",
30,7,phpulido1,"Hallazgo 8: Incluir en el mapa de riesgos, los riesgos asociados a la administración del software del control de acceso, relacionados con el manejo no adecuado del sistema, la manipulación indebida de la información, impacto en la institución por perdida ",,STRH,"Hallazgo 8: Incluir en el mapa de riesgos, los riesgos asociados a la administración del software del control de acceso, relacionados con el manejo no adecuado del sistema, la manipulación indebida de la información, impacto en la institución por perdida ",Ausencia de riesgos referentes a la administración del sistema de control de acceso. ,
31,8,phpulido1,"El sistema ORFEO administrado por la STRF, tiene un servicio de atención de mesa de ayuda específico para el sistema, con registro en hojas de cálculo EXCEL, con información de carácter general sobre las peticiones de los usuarios, que no cuenta con carac",,STRH,"El sistema ORFEO administrado por la STRF, tiene un servicio de atención de mesa de ayuda específico para el sistema, con registro en hojas de cálculo EXCEL, con información de carácter general sobre las peticiones de los usuarios, que no cuenta con carac","Se lleva un control en excel, pero no se han consolidado las estadisticas de manera formal ni con una metodología determinada; sin embargo se escalan los requerimiento de segundo nivel para que sean atendidos por la STRT",
32,9,peussaga1,"La información registrada en el SIAC no es consistente con lo reportado en el SECOP, la fecha del inicio del contrato reportada en SIAC no es coherente con la reportada en el SECOP",,DTGC,"La información registrada en el SIAC no es consistente con lo reportado en el SECOP, la fecha del inicio del contrato reportada en SIAC no es coherente con la reportada en el SECOP","Las áreas técnicas no informan a la Dirección Técnica de Gestión Contractual oportunamente el inicio de los contratos, por lo que para cumplir con los términos de publicación (Tres días hábiles) se realiza el registro de la información en el portal con la",
33,10,pwherrer1,Actividades de interventoria no realizadas durante la etapa de ejecución de la obra.,,SGI,Actividades de interventoria no realizadas durante la etapa de ejecución de la obra.,En la fecha de la suscripción del Acta 123 (Terminación de obra e inicio de la etapa de mantenimiento del contrato principal) Poyry no ejercía como interventor del contrato adicional (Proyectos 123 y 124 Valorización).,
34,11,plleiva1,Realizar una adecuada estructuración de los pliegos de condiciones junto con estudios y diseños que permitan establecer la viavilidad del proyecto,,STEST,Realizar una adecuada estructuración de los pliegos de condiciones junto con estudios y diseños que permitan establecer la viavilidad del proyecto,"Se deben ejecutar ítems no previstos, matores cantidades de obra y se debe conciderar tiempos en la aprovación con las entidades",
35,12,pwherrer1,Consolidar los resultados de la gestión adelantada en la vigencia en relación con  las actividades de Inducción y/o reinducción a través de un documento que evidencie las actividades los resultados y las conclusiones.,,STRH ,"Consolidar los resultados de la gestión adelantada en la vigencia en relación con  las actividades de Inducción y/o reinducción, a través de un documento que evidencie las actividades, los resultados y las conclusiones.","Falta de socialización eficiente frente a los productos requeridos (informes), adicionalmente esta información está contenida en el informe anual por áreas.",
36,12,pwherrer1,Implementar instrumentos y levantar los registros pertinentes  para medir la satisfacción en relación con las actividades de inducción reinducción entrenamiento y capacitación.,,STRH ,"Implementar instrumentos y levantar los registros pertinentes  para medir la satisfacción en relación con las actividades de inducción, reinducción, entrenamiento y capacitación.","Falta de socialización eficiente frente a los productos requeridos (informes), adicionalmente esta información está contenida en el informe anual por áreas.",
37,12,pwherrer1,Implementar estrategias de comunicación para socializar los resultados de la gestión institucional en el ámbito interno.,,OAP,Implementar estrategias de comunicación para socializar los resultados de la gestión institucional en el ámbito interno., No generar espacios para dar a conocer la información,
38,12,pwherrer1,Implementar estrategias de comunicación para socializar los resultados de la gestión institucional en el ámbito interno.,,OAP,Implementar estrategias de comunicación para socializar los resultados de la gestión institucional en el ámbito interno.,No contar con lineamiento claro frente a publicación de la información,
39,12,pwherrer1,"El plan de actualización documental que se adelantó en 2014 con todas las dependencias del Instituto no se ejecutó al 100%, con corte al 31 de enero de 2015 alcanzó un avance del 91%. ",,OAP,"El plan de actualización documental que se adelantó en 2014 con todas las dependencias del Instituto no se ejecutó al 100%, con corte al 31 de enero de 2015 alcanzó un avance del 91%. ","Demoras en trámites de elaboración, revisión y aprobación de documentos ",
40,12,pwherrer1,"Elaborar socializar e implementar la metodología para la identificación gestión y manejo de alertas de los riesgos de corrupción de la Entidad.
Documentar el procedimiento que indique las etapas de administración de riesgos en el IDU",,OAP,"Elaborar socializar e implementar la metodología para la identificación gestión y manejo de alertas de los riesgos de corrupción de la Entidad.
Documentar el procedimiento que indique las etapas de administración de riesgos en el IDU","1. La actual metodología de administración del riesgo del IDU no establece la administración para la identificación gestión y manejo de alertas de riesgos de corrupción.
2. Ausencia del procedimiento que permita realizar la administración para la gestió",
41,12,pwherrer1,"Implementar las acciones correctivas contenidas en el plan de mejoramiento en relación con la evaluación a los sistemas de información.

Adicionalmente deberían implementarse instrumentos para evidenciar las acciones de mejora a los sistemas de informació",,STRT,"Implementar las acciones correctivas contenidas en el plan de mejoramiento en relación con la evaluación a los sistemas de información.

Adicionalmente deberían implementarse instrumentos para evidenciar las acciones de mejora a los sistemas de informació","SE FORMULÓ EN PLAN DE MEJORAMIENTO DE CALIDAD
VER NOTA DE SEGUIMIENTO",
42,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente permiso ocupación de cauce por parte de la Secreatria Distrital de Ambiente,
43,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente trámite de cesión de derechos de autor.,
44,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente la entrega del informe consolidado social atendiendo las observaciones de la DTD por parte del Consultor.,
45,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente informe presupuesto y APUs con observaciones por parte del consultor.,
46,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente informe especificaciones técnicas de construcción con observaciones por parte del consultor.,
47,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente informe ejecutivo por parte del consultor.,
48,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente los planos definitivos en formato SCAD GIS por parte del consultor.,
49,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente programación de obra por parte del consultor.,
50,13,ccrussis1,IDU-50-2012 la no liquidación del contrato a la fecha,,DTD,IDU-50-2012 la no liquidación del contrato a la fecha,Pendiente documentos técnicos para pliegos por parte del consultor.,
51,13,ccrussis1,IDU-043-2012 La no liquidación del contrato a la fecha,,DTD,IDU-043-2012 La no liquidación del contrato a la fecha,Pendiente entrega por parte del consultor del número del proyecto de la EAB - DITG aprobado.,
52,13,ccrussis1,IDU-043-2012 La no liquidación del contrato a la fecha,,DTD,IDU-043-2012 La no liquidación del contrato a la fecha,Radicación por parte del Consultor de la cesión de derechos de autor.,
53,13,ccrussis1,IDU-043-2012 La no liquidación del contrato a la fecha,,DTD,IDU-043-2012 La no liquidación del contrato a la fecha,En proceso Administrativo por posibles incumplimientos Clausula Penal Pecuniaria,
54,13,ccrussis1,IDU-043-2012 La no liquidación del contrato a la fecha,,DTD,IDU-043-2012 La no liquidación del contrato a la fecha,Pendiente trámite de informe final,
55,13,ccrussis1,IDU-043-2012 La no liquidación del contrato a la fecha,,DTD,IDU-043-2012 La no liquidación del contrato a la fecha,No se cuenta con el Acta de liquidación,
56,14,cldiazra1,Evaluar la forma de fortalecer controles y/o modificar el estatus de la calificación o el nivel del riesgo residual a los riesgos: Deficiencia en la Programación Presupuestal con código R.PE.01 y Que se entregue el anteproyecto sin el ajuste a la cuota gl,,OAP,Evaluar la forma de fortalecer controles y/o modificar el estatus de la calificación o el nivel del riesgo residual a los riesgos: Deficiencia en la Programación Presupuestal con código R.PE.01 y Que se entregue el anteproyecto sin el ajuste a la cuota gl,A pesar de tener los controles pertinentes para la vigencia 2015 se materializó el riesgo R.PE.1 toda vez que se han evidenciado modificaciones presupuestales en una cantidad importante,
57,14,cldiazra1,Evaluar la forma de fortalecer controles y/o modificar el estatus de la calificación o el nivel del riesgo residual a los riesgos: Deficiencia en la Programación Presupuestal con código R.PE.01 y Que se entregue el anteproyecto sin el ajuste a la cuota gl,,OAP,Evaluar la forma de fortalecer controles y/o modificar el estatus de la calificación o el nivel del riesgo residual a los riesgos: Deficiencia en la Programación Presupuestal con código R.PE.01 y Que se entregue el anteproyecto sin el ajuste a la cuota gl,Causa externa: a pesar de tener los controles pertinentes para el anteproyecto del presupuesto 2015 se materializó el riesgo R.PE.03 toda vez que se evidenció Modificación Unilateral por parte de la SDH de los montos de los conceptos de gasto o fuentes ,
58,14,cldiazra1,"No se evidenció que para la actividad enunciada de ""armonización de los instrumentos de planeación y gestión"" se cuente con riesgos identificados, valorados, calificados tanto en la matriz de riesgos de Gestión como de Corrupción.",,OAP,"No se evidenció que para la actividad enunciada de ""armonización de los instrumentos de planeación y gestión"" se cuente con riesgos identificados, valorados, calificados tanto en la matriz de riesgos de Gestión como de Corrupción.",La identificación de riesgos se realiza para un proceso y no necesariamente para cada actividad de un proceso.,
59,14,cldiazra1,Se evidenció que persiste la debilidad en la formulación y/o metas de algunos indicadores varios de los procesos,,OAP,Se evidenció que persiste la debilidad en la formulación y/o metas de algunos indicadores varios de los procesos,"Dificultades en la transmisión y recepción de la información, resistencia al cambio. Indicadores mal definidos en cuanto a sus metas.",
60,15,ccrussis1,El soporte contable para el registro de operaciones de inversiones e instrumentos derivados presenta debilidades en cuanto a las actividades de control establecidas en la Resolucion 357 de 2008 de la Contaduria General de la Nacion que tiene relacion dire,,STTR,El soporte contable para el registro de operaciones de inversiones e instrumentos derivados presenta debilidades en cuanto a las actividades de control establecidas en la Resolucion 357 de 2008 de la Contaduria General de la Nacion que tiene relacion dire,No se efectuaron segundas revisiones a la informacion del reporte de Inventario de CDT´s remitida a la STPC.      2. Error involuntario cuando se transcribio fecha de vencimiento de titulo en el Informe Inventario de CDT´s que se remi,
61,16,ccrussis1,Convenio-29-2006  la no liquidación del contrato a la fecha,,DTD,Convenio-29-2006  la no liquidación del contrato a la fecha,Pendiente entregar por el contratista los Shapes,
62,16,ccrussis1,Convenio-29-2006  la no liquidación del contrato a la fecha,,DTD,Convenio-29-2006  la no liquidación del contrato a la fecha,No se cuenta con el Acta de liquidación,
63,16,ccrussis1,Convenio-88-2005 IDU-UNICNETRO  la no liquidación del contrato a la fecha,,DTD,Convenio-88-2005 IDU-UNICNETRO  la no liquidación del contrato a la fecha,Pendiente archivo del contrato,
64,16,ccrussis1,Convenio-idu-47-2004 IDU-FONADE  la no liquidación del contrato a la fecha,,DTD,Convenio-idu-47-2004 IDU-FONADE  la no liquidación del contrato a la fecha,Pendiente archivo del contrato,
65,16,ccrussis1,"Convenio 040-2003, IDU-FONDATT la no liquidación del convenio a la fecha",,DTD,"Convenio 040-2003, IDU-FONDATT la no liquidación del convenio a la fecha",Pendiente devolucion de recursos del convenio a la Secretaria de Hacienda Distrital,
66,16,ccrussis1,"Convenio 040-2003, IDU-FONDATT la no liquidación del convenio a la fecha",,DTD,"Convenio 040-2003, IDU-FONDATT la no liquidación del convenio a la fecha",Pendiente archivo del convenio,
67,17,ccrussis1,"Cumplir las disposiciones del Acuerdo 171 de septiembre 2005 y sus normas reglamentarias, en especial lo relacionado con el reporte de la información de gestión de predios",,DTDP,"Cumplir las disposiciones del Acuerdo 171 de septiembre 2005 y sus normas reglamentarias, en especial lo relacionado con el reporte de la información de gestión de predios",Cambio de personal a cargo del reporte Rediseño y ajuste en el sistema a cargo de la DTDP (Aplicativo Predios),
68,18,ccrussis1,"a) Revisar y de ser pertinente realizar la actualización y alineación del procedimiento N° PR-EP-088 ""Formulación Evaluación y Seguimiento de proyectos"" versión 1.0 con la Guía ""alcance y requerimientos técnicos de los productos en la etapa de pre-inve",,DTP,"a) Revisar y de ser pertinente realizar la actualización y alineación del procedimiento N° PR-EP-088 ""Formulación Evaluación y Seguimiento de proyectos"" versión 1.0 con la Guía ""alcance y requerimientos técnicos de los productos en la etapa de pre-inve","Actualización de procedimientos on la GUÍA ""ALCANCE Y REQERIMIENTOS TÉCNICOS DE LOS PRODUCTOS DE LOS ESTUDIOS EN LA ETAPA DE PREINVERSIÓN"" aprobada en el 2015.  Los procedimientos fueron elaborados y aprobados en el 2012 sin embargo la última guía ha sido",
69,18,ccrussis1,c) Diseñar Indicadores de gestión que permitan evaluar la gestión de la DTP en la elaboración de los diferentes productos elaborados por la DTP.,,DTP,c) Diseñar Indicadores de gestión que permitan evaluar la gestión de la DTP en la elaboración de los diferentes productos elaborados por la DTP.,,
70,18,ccrussis1,"Revisar con el apoyo metodológico de la Oficina Asesora de Planeación en el mapa de riesgos del proceso de  Factibilidad de proyectos, el riesgo ""RP.FP.02.  No ejecutar oportunamente las factibilidades de acuerdo con los cronogramas definidos""",,DTP,"Revisar con el apoyo metodológico de la Oficina Asesora de Planeación en el mapa de riesgos del proceso de  Factibilidad de proyectos, el riesgo ""RP.FP.02.  No ejecutar oportunamente las factibilidades de acuerdo con los cronogramas definidos""",Se identificaron causas que no  se encontraban incluidas en la mapa de riesgos como son: Complejidad de los proyectos; los profesionales del área tienen a cargo varios proyectos del estudios; cambios de requerimientos por parte de transmilenio; instruccio,
71,18,ccrussis1,Revisar con el apoyo metodológico de la Oficina Asesora de Planeación en el mapa de riesgos del proceso de  Factibilidad de proyectos la existencia de otros posibles riesgos generados a partir de las causas evidenciadas.,,DTP,Revisar con el apoyo metodológico de la Oficina Asesora de Planeación en el mapa de riesgos del proceso de  Factibilidad de proyectos la existencia de otros posibles riesgos generados a partir de las causas evidenciadas.,Se identificaron causas que no  se encontraban incluidas en la mapa de riesgos como son: Complejidad de los proyectos; los profesionales del área tienen a cargo varios proyectos del estudios; cambios de requerimientos por parte de transmilenio; instruccio,
72,19,pwherrer1,"Hallazgo No. 4. Una vez analizada la documentación y registros entregados (documento de estructuración y priorización de proyectos de conservación para la vigencia 2014, matriz orden de elegibilidad conservación, memorandos dirigidos a DTM) así como la ex",,DTP,"Hallazgo No. 4. Una vez analizada la documentación y registros entregados (documento de estructuración y priorización de proyectos de conservación para la vigencia 2014, matriz orden de elegibilidad conservación, memorandos dirigidos a DTM) así como la ex",No existe documentación adoptada en donde se establezcan los requisitos para la estructuración de programas de conservación y donde se definan los responsables de la revisión y aprobación,
73,19,pwherrer1,"Hallazgo No. 6. En las evidencias: actas de comité de conservación de 2014, acta plan de acción de emergencias, mapa malla vial y documento ""programa para la conservación de la malla vial, espacio público asociado para la ciudad de Bogotá, fase II vigenci",,DTP,"Hallazgo No. 6. En las evidencias: actas de comité de conservación de 2014, acta plan de acción de emergencias, mapa malla vial y documento ""programa para la conservación de la malla vial, espacio público asociado para la ciudad de Bogotá, fase II vigenci",No existe documentación adoptada en donde se establezcan los requisitos para la estructuración de programas de conservación y donde se definan los responsables de la revisión y aprobación,
