hallazgo_id,plan_id,auditor,name_hallazgo,capitulo,dependencia,descripcion,causa,efecto
33,10,cldiazra1,VERIFICAR DE FO,,DTAF,"VERIFICAR DE FORMA PERMANENTE EL DESEMPEÑO DE LAS CONDICIONES CONTRACTUALES ESTABLECIDAS EN EL CONTRATO 0294 DE 2014 SUSCRITO ENTRE EL INSTITUTO DE DESARROLLO URBANO Y LA FIRMA TANDEM S.A., INCLUYENDO LAS INSTALACIONES FÍSICAS CON EL FIN DE GARANTIZAR LA ADECUADA GESTIÓN A LA INFORMACIÓN, ASÍ COMO EL CUMPLIMIENTO AL CONTRATO","1. Cumplimiento parcial  al marco normativo de gestión documental

2. Asignación de recursos insuficientes para la adecuación del área de archivo centralizada controlada por la entidad

3. Falta complementar los controles para verificar el estado de conservación de los documentos entregados al contratista",
34,11,phpulido1,El sistema tien,,STRH,"El sistema tiene el módulo de auditoría, de las tres opciones disponibles solo se pudo revisar la opción ""utilización del aplicativo"", las demás opciones por no contar con manuales de ayuda no fue posible verificar su funcionalidad","* Se ha realizado parcialmente el seguimiento y verificación de las actualizaciones implementadas del Aplicativo
* Las capacitaciones en el manejo del aplicativo fueron realizadas en vigencias anteriores y a funcionarios diferentes a los actuales.",
35,11,phpulido1,De acuerdo con ,,STRH,"De acuerdo con la funcionalidad que tenga la opción de auditoría, es necesario que éste módulo almenos permita determinar quién, cuándo y qué hizo en el sistema, adicional a que se debe establecer una periodicidad de revisión y verificación de las acciones registradas",No se había identificado como control,
36,11,phpulido1,En la interfaz ,,STRH,"En la interfaz gráfica del sistema está ubicada KB-Base del conocimiento (ítem 4), envía al usuario a la dirección electrónica http://190.144.137.58/crm/home.asp, que genera el error HTTP 404 - página no encontrada.", Se ha realizado parcialmente el seguimiento y verificación de las actualizaciones implementadas del Aplicativo,
37,11,phpulido1,No se encuentra,,STRH,"No se encuentra evidencia que soporte un proceso de transferencia de conocimiento continua al usuario final, para minimizar el impacto en el uso el sistema por situaciones administrativas como de rotación de personal, incapacidades de ususarios del sistema, entre otras razones.",Las capacitaciones en el manejo del aplicativo fueron realizadas en vigencias anteriores y a funcionarios diferentes a los actuales.,
38,11,phpulido1,El contratista ,,STRH,"El contratista en virtud de la ejecución de los contratos de soporte y mantenimiento ha realizado actualizaciones al sistema de información KACTUS, razón por la que amerita se realice un proceso de transferencia tecnológica de las actualizaciones y estado actual del sistema",Desactualización en el equipo que se abrió el programa,
39,11,phpulido1,No se evidencia,,STRH,"No se evidencia un componente que mantenga un registro de las actualizaciones que se le hagan a los programas del sistema, en el que se pueda identificar cuál es el ajuste o mejora que se aplica y fecha en la que un programa es actualizado
En caso de requerir hacer un reprocesamiento no es fácil determinar cuál fue el programa utilizado en la transacción de forma que se garantice la consistencia de los datos.",Registro incompleto de las actualizaciones del aplicativo,
40,11,phpulido1,La Subdirección,,STRH,"La Subdirección Técnica de Recursos Tecnológicos tiene implementado un plan de recuperación tecnológico en caso de falla en algún componente de soporte a los sistemas de información institucionales, la Subdirección Técnica de Recursos Humanos debe dar alcance con un plan de recuperación operativo, como complemento a la recuperación total y puesta en producción de sistema de información KACTUS en caso de falla parcial o total.",No se había identificado la necesidad de contar con un plan de recuperación operativo,
41,11,phpulido1,En las cláusula,,STRH,"En las cláusulas incluidas en el contrato 968 de 2014 cuyo objetos es “El contratista se obliga para con el IDU a prestar los servicios de soporte, actualización, mantenimiento (SAM) y bolsa de horas a monto agotable para nuevos desarrollos del sistema de información del software KACTUS”, no se consideró establecer garantías sobre la confidencialidad de la información que el contratista pueda conocer en desarrollo del objeto contractual.",Cláusula de confidencialidad no incluida en el contrato nombrado en el hallazgo,
42,11,phpulido1,En el módulo de,,STRH,"En el módulo de BIODATA / MANTENIMIENTO / DATOS DEL EMPLEADO / Maestro de Empleados, al solicitar los datos de un empleado y utilizar la opción experiencia laboral (numeral 2), genera error al no encontrar un archivo, al oprimir Aceptar, genera el error del numeral 3 y causa falla en el sistema. (Ver gráfica).",Desactualización en el equipo que se abrió el programa,
43,11,phpulido1,En el módulo de,,STRH,"En el módulo de ED - EAVALUACION DESEMPEÑO / TRANSACCIONES / Captura Evaluado, genera error y no da alternativa de continuar la transacción.
En el módulo de INDICADORES DE GESTION IDU / REPORTES / Maestro Histórico Indicadores de Gestión, la opción genera error al ingresar, tal y como se evidencia en la gráfica que se presenta a continuación.",Desactualización en el equipo que se abrió el programa,
44,11,phpulido1,Se debe evaluar,,STRH,"Se debe evaluar la situación del módulo de evaluación del desempeño, dado que es el módulo donde más se presentan fallas los programas y la información registrada corresponde a la vigencia 2012.",Información incompleta luego de la vigencia 2013.,
45,11,phpulido1,No se evidenció,,STRH,No se evidenció mecanismo de consulta alguno evaluando la satisfacción de los usuarios con la funcionalidad que tiene el sistema.,No se había identificado como control,
46,11,phpulido1,De acuerdo con ,,STRH,"De acuerdo con el Decreto 1510 de 2013 ‘Por el cual se reglamenta el sistema de compras y contratación pública”, CAPÍTULO IV, Contratación directa, Artículo 73, para la modalidad de contratación directa, en la fase precontractual se debe publicar: a.) Acto administrativo de justificación de la contratación directa, si a ello hubiere lugar y b.) Estudios y documentos previos.
Se evidencia que una vez verificada la información en el portal Sistema Electrónico de Contratación Pública — SECOP, del contrato IDU-968 de 2014, se ha publicado el acta de inicio y el contrato, los demás documentos relacionados en el Decreto 1510 de 2013 no se han publicado.
Se debe garantizar el cumplimiento de publicación de los documentos que se generen durante la etapa de ejecución del contrato IDU-968 de 2014.",Interiorización y apropiación parcial de las responsabilidades relacionadas con el cumplimiento del Decreto 1510 de 2013.,
47,11,phpulido1,En el portal CA,,STRH,"En el portal CAV una vez realizada la consulta se verificó que está publicada la minuta del contrato y en la pestaña de ejecución del contrato no se han publicado documento en la fecha de realizada la consulta.
El cumplimiento normativo de registro e información en el portal CAV no subsana el hecho de que la Entidad no este dando cumplimiento al registro de información en el portal SECOP, de acuerdo con lo estipulado en el DECRETO 1510 DE 2013 Por el cual se reglamenta el sistema de compras y contratación pública.",Interiorización y apropiación parcial de las responsabilidades relacionadas con el cumplimiento del Decreto 1510 de 2013.,
48,11,phpulido1,En el subproces,,STRH,"En el subproceso / actividad EVALUACIÓN DEL DESEMPEÑO, el riesgo “No realizar seguimiento a la evaluación”, se presenta como control “Por medio del Sistema Kactus se realiza el registro y seguimiento de la Evaluación de Desempeño.”, pero no hay control o acción alternativa en caso de falla del sistema de información KACTUS.
En el subproceso / actividad SALUD OCUPACIONAL, el riesgo “Presentación de accidentes de trabajo y/o enfermedades profesionales”, no se menciona las opciones del sistema de información KACTUS disponibles y que contienen información relacionada con el riesgo, que pueden ser incluidas en la matriz como causas o como control para el riesgo.
En el subproceso / actividad BIODATA, en el riesgo “SISTEMA KACTUS NO ACTUALIZADO Y HOJAS DE VIDA DE FUNCIONARIOS NO ORGANIZADAS DE ACUERDO A LA NORMATIVIDAD EN GESTIÓN DOCUMENTAL”, en la causa “No cumplir con el proceso establecido para la entrega de documentos para actualizarlos”, se tiene establecido como control “Solo se reciben documentos de actualización de carpeta de HV que sean radicados en ORFEO por control de fechas de entrega.”, dando a entender que no hay otra opción y no se establece alternativa en caso de falla del sistema ORFEO. En lo que compete al sistema de información KACTUS, no se contempla acciones alternativas en caso de falla parcial o permante de este sistema. Adicional al componente tecnológico, la STRH cuenta con un archivo documental, sobre el que no se tienen establecido riesgo / causas / consecuencias / controles en el mapa de riesgos institucional publicado en la intranet.
En términos Generales la STRH soporta su actividad en componente tecnológico, el que no es tenido en cuenta en el proceso de identificación y documentación respectiva.","Desactualización de la matriz de riesgos, dado que estaba en proceso de elaboración de la matriz para la vigencia 2014, al momento de realizarse la auditoría.",
49,12,phpulido1,Terceros con in,,DTAF,Terceros con inconsistencias en la información,"Se identificó mediante muestreo  de los sistema Stone, GAP y pronto pago  información  de terceros incompatible, errada y repetida",
50,13,phpulido1,No existe un do,,DTAV,No existe un documento en el que se establecezcan las funciones y responsables de realizar las funciones de operación y administración en los módulos del sistema de información valoricemos. ,"La información que presenta el sistema no refleja la situación fáctica de las unidades prediales.
*Desactualización de la información en algunos módulos.",
51,13,phpulido1,No se hace revi,,DTAV,No se hace revisión de los log de acceso y transacciones del sistema de información valoricemos.,"*Pérdida de la integridad de la información.
*Accesos en horarios laborales no autorizados al sistema de información.",
52,14,phpulido1,1. La STRT al m,,STRT,"1. La STRT al momento de la visita de verificación de información el día 6 de marzo, no contaba con un inventario actualizado de software y hardware, con los atributos necesario para aportar como soporte al cuestionario de la DNDA.",No se han asignado formalmente los roles y las responsabilidades de administración de los inventarios de HW y SW del IDU a los funcionarios involucrados.,
53,14,phpulido1,2. Se observa q,,STRT,"2. Se observa que los registros de hardware como de software no tienen asociada la placa del inventario con el nombre lógico del elemento, es necesario consolidar la información con estos atributos para facilitar los procesos de seguimiento que requiera la Entidad.",No se cuenta con las restricciones tecnológicas posibles para evitar el traslado de equipos de cómputo sin autorización.,
54,14,phpulido1,3. La informaci,,STRT,"3. La información aportada , no se ajustaba en cantidades con las que se encontraba registrada en el sistema STONE y no está siendo conciliada con los registros contables de este sistema.",No se cuenta con las restricciones tecnológicas posibles para evitar la instalación o desinstalación de software en el Instituto.,
55,14,phpulido1,4. Evaluar la p,,STRT,"4. Evaluar la pertinencia de utilizar dos herramientas que tienen el mismo objetivo, un producto ARANDA con licenciamiento propietario adquirido por el IDU y  SpiceWorks un software libre que esta implementado para el mismo fin.",No se cuenta debidamente implementada la Herramienta de apoyo de la mesa de servicios para el control de inventarios de HW y SW,
56,15,phpulido1,Hallazgo 1: Def,,STRT,"Hallazgo 1: Definir procesos y procedimientos asociados con el desarrollo del objeto del contrato
914 de 2013, dado que en el acta de liquidación, se indica que el contrato fue terminado a satisfacción el 27 de febrero de 2014.","Ausencia de procedimientos que permitan conocer las funcionalidades, los procesos y la administración del sistema de acceso.  ",
57,15,phpulido1,Hallazgo 2: Imp,,STRT,Hallazgo 2: Implementar una estructura operacional para atender los potenciales procesos que ofrece el sistema de control de acceso y el aprovechamiento de la información ofrecida por el sistema.,"Ausencia de procedimientos que permitan conocer las funcionalidades, los procesos y la administración del sistema de acceso.  ",
58,15,phpulido1,Hallazgo 3: Def,,STRT,"Hallazgo 3: Definir procesos a fin de que la Entidad asuma el software de control de acceso como proceso interno, que incluya la administración del sistema, de ser necesario soportados en las obligaciones de contrato, en particular “Transferencia de conocimiento”, solicitado en el anexo técnico, CONDICIONES ESPECIALES DEL CONTRATO.","Ausencia de procedimientos que permitan conocer las funcionalidades, los procesos y la administración del sistema de acceso.  ",
59,15,phpulido1,Hallazgo 5: Fij,,STRT,"Hallazgo 5: Fijar un protocolo, en el que se especifique el mecanismo mediante el cual el IDU hace requerimientos de soporte de mantenimiento correctivo, en el que se genere evidencias de cuando son recibidas las solicitudes por el contratista y la atención de las mismas, con el fin de verificar el cumplimiento de los parámetros de calidad de servicio establecidos en el contrato.",Ausencias de protocolos para los requerimientos de soporte técnico correctivo.,
60,15,phpulido1,Hallazgo 7: Inc,,STRT,"Hallazgo 7: Incluir en la caracterización de los procesos del proceso “GESTION DE RECURSOS FISICOS”, actividades relacionadas con la administración de la seguridad física de a Entidad.","Ausencia de  actividades y productos en la caracterización de procesos de la gestión de Recursos Físicos, relacionados con la administración de la seguridad física de la Entidad.",
61,15,phpulido1,Hallazgo 8: Inc,,STRT,"Hallazgo 8: Incluir en el mapa de riesgos, los riesgos asociados a la administración del software del control de acceso, relacionados con el manejo no adecuado del sistema, la manipulación indebida de la información, impacto en la institución por perdida de la información entre otros.",Ausencia de riesgos referentes a la administración del sistema de control de acceso. ,
62,15,phpulido1,Hallazgo 9: Eva,,STRT,"Hallazgo 9: Evaluar el modelo de acceso a la red de datos del IDU, de los computadores con que se atiende la operación de entrada y salida de funcionarios en los puntos de acceso de las sedes de la Calle 20 y sede principal, para minimizar riesgos de seguridad de la información.",Los computadores con lo que se atiende la operación del sistema de acceso en la recepciones de la Entidad son propiedad del contratista de vigilancia y por ende existen riesgos en la seguridad de la información,
63,15,phpulido1,Hallazgo 10: Co,,STRT,Hallazgo 10: Constatar que la totalidad de requerimientos de parametrización queden incorporados en la fase de mantenimiento del contrato.,Configuraciones pendientes de realizar al sistema de control de acceso.,
64,15,phpulido1,Hallazgo 11: Re,,STRT,"Hallazgo 11: Revisar y verificar que los procesos de selección abreviada de menor cuantía, se ajusten a los antecedentes y necesidades de la contratación, establecidos en los estudios y documentos previos y en relación a la oferta presentada por el proponente en desarrollo del proceso de selección.",Deficiencias en la formulación de procesos de contratación de apoyo a la gestión de la Entidad,
65,16,plleiva1,No se ha girado,,STESV,No se ha girado los rendimientos financieros del anticipo,No se ha girado los rendimientos financieros del anticipo,
66,17,cnforero2,Efectuada una r,,STRH,Efectuada una revisión al normograma se encontró que hay normatividad derogada y resoluciones vigentes que no se encuentran incluidas.,El normograma vigente no fue lo suficientemente revisado y socializado entre los servidores del proceso durante su construcción y de esta manera poder identificar correctamente la normatividad y regulación interna vigente aplicable.,
67,17,cnforero2,Durante la revi,,STRH,Durante la revisión realizada se encontró que a los funcionarios se les está vinculando el mismo día de la firma de posesión lo que significa que aunque se encuentren afiliados la cobertura por un accidente sólo inicia un día después.,"En cumplimiento de la normatividad vigente, la STRH ha actuado conforme a lo estipulado en la ley.",
68,17,cnforero2,No se evidencia,,STRH,"No se evidenciaron registros del reporte de ausentismo laboral  por parte de los responsables de las diferentes áreas a la STRH a excepción de los reportes de las incapacidades, indicando falta de control en el monitoreo al cumplimiento de los horarios laborales por parte de los funcionarios de las diferentes dependencias.",Desconocimiento de la responsabilidad de los jefes de área de reportar el ausentismo en su dependencia,
